sample_id,ch00_imu1_pitch_mean,ch00_imu1_pitch_std,ch00_imu1_pitch_min,ch00_imu1_pitch_max,ch00_imu1_pitch_range,ch00_imu1_pitch_rms,ch01_imu1_yaw_mean,ch01_imu1_yaw_std,ch01_imu1_yaw_min,ch01_imu1_yaw_max,ch01_imu1_yaw_range,ch01_imu1_yaw_rms,ch02_imu1_roll_mean,ch02_imu1_roll_std,ch02_imu1_roll_min,ch02_imu1_roll_max,ch02_imu1_roll_range,ch02_imu1_roll_rms,ch03_imu2_pitch_mean,ch03_imu2_pitch_std,ch03_imu2_pitch_min,ch03_imu2_pitch_max,ch03_imu2_pitch_range,ch03_imu2_pitch_rms,ch04_imu2_yaw_mean,ch04_imu2_yaw_std,ch04_imu2_yaw_min,ch04_imu2_yaw_max,ch04_imu2_yaw_range,ch04_imu2_yaw_rms,ch05_imu2_roll_mean,ch05_imu2_roll_std,ch05_imu2_roll_min,ch05_imu2_roll_max,ch05_imu2_roll_range,ch05_imu2_roll_rms,ch06_glove_f1_thumb_mean,ch06_glove_f1_thumb_std,ch06_glove_f1_thumb_min,ch06_glove_f1_thumb_max,ch06_glove_f1_thumb_range,ch06_glove_f1_thumb_rms,ch07_glove_f2_index_mean,ch07_glove_f2_index_std,ch07_glove_f2_index_min,ch07_glove_f2_index_max,ch07_glove_f2_index_range,ch07_glove_f2_index_rms,ch08_glove_f3_middle_mean,ch08_glove_f3_middle_std,ch08_glove_f3_middle_min,ch08_glove_f3_middle_max,ch08_glove_f3_middle_range,ch08_glove_f3_middle_rms,ch09_glove_f4_ring_mean,ch09_glove_f4_ring_std,ch09_glove_f4_ring_min,ch09_glove_f4_ring_max,ch09_glove_f4_ring_range,ch09_glove_f4_ring_rms,ch10_glove_f5_pinky_mean,ch10_glove_f5_pinky_std,ch10_glove_f5_pinky_min,ch10_glove_f5_pinky_max,ch10_glove_f5_pinky_range,ch10_glove_f5_pinky_rms,ch11_glove_s5_pitch_mean,ch11_glove_s5_pitch_std,ch11_glove_s5_pitch_min,ch11_glove_s5_pitch_max,ch11_glove_s5_pitch_range,ch11_glove_s5_pitch_rms,movement_id,movement_name
33,-0.000000,40.022462,-60.924345,76.845255,137.769600,40.022462,0.000000,17.192102,-37.378647,42.349253,79.727900,17.192102,-0.000000,32.400426,-50.603920,70.095380,120.699300,32.400426,-0.000000,44.938866,-74.530036,55.566964,130.097000,44.938866,0.000000,16.843487,-29.274077,53.573523,82.847600,16.843487,-0.000000,12.564765,-20.669599,44.034201,64.703800,12.564765,0.000000,3.840117,-54.603523,0.796477,55.400000,3.840117,0.000000,5.205193,-13.968750,6.031250,20.000000,5.205193,-0.000000,5.090485,-16.232727,6.467273,22.700000,5.090485,-0.000000,3.783425,-13.772727,7.227273,21.000000,3.783425,-0.000000,1.597973,-12.338068,4.161932,16.500000,1.597973,0.000000,80.363118,-105.130322,92.813991,197.944313,80.363118,0,bobath handshake
34,0.000000,42.643173,-56.401464,79.949136,136.350600,42.643173,0.000000,22.335758,-50.746664,47.635236,98.381900,22.335758,-0.000000,36.848290,-46.941086,113.559214,160.500300,36.848290,0.000000,46.470745,-69.921876,62.558724,132.480600,46.470745,-0.000000,23.542648,-41.151246,54.944454,96.095700,23.542648,0.000000,13.635079,-20.719639,39.708461,60.428100,13.635079,0.000000,3.402462,-54.663636,0.336364,55.000000,3.402462,0.000000,7.560850,-11.099773,11.900227,23.000000,7.560850,-0.000000,6.678300,-11.953409,8.146591,20.100000,6.678300,-0.000000,5.271631,-10.743523,8.956477,19.700000,5.271631,-0.000000,2.351028,-10.807273,3.692727,14.500000,2.351028,-0.000000,80.275558,-99.420462,108.954548,208.375010,80.275558,0,bobath handshake
35,-0.000000,44.440110,-55.548716,87.297784,142.846500,44.440110,-0.000000,22.125630,-45.455736,47.664364,93.120100,22.125630,-0.000000,32.566087,-50.877699,76.904101,127.781800,32.566087,-0.000000,46.712119,-67.306527,67.785273,135.091800,46.712119,-0.000000,23.267312,-40.198877,60.381323,100.580200,23.267312,0.000000,15.052009,-23.970585,51.064315,75.034900,15.052009,0.000000,3.402173,-54.660227,0.339773,55.000000,3.402173,0.000000,6.826965,-15.794773,8.005227,23.800000,6.826965,0.000000,6.322451,-15.681705,8.418295,24.100000,6.322451,0.000000,4.936915,-13.752614,9.647386,23.400000,4.936915,0.000000,2.132598,-11.723864,4.176136,15.900000,2.132598,-0.000000,78.235396,-95.824600,109.113809,204.938409,78.235396,0,bobath handshake
36,-0.000000,44.369974,-56.576238,86.048162,142.624400,44.369974,-0.000000,21.075241,-39.270780,47.509120,86.779900,21.075241,-0.000000,32.157796,-47.287948,75.207852,122.495800,32.157796,0.000000,46.829408,-70.126479,65.834021,135.960500,46.829408,-0.000000,22.127732,-40.168103,60.472297,100.640400,22.127732,-0.000000,14.772899,-21.943813,51.453688,73.397500,14.772899,0.000000,3.402076,-54.659091,0.340909,55.000000,3.402076,0.000000,6.657283,-10.899659,9.200341,20.100000,6.657283,0.000000,6.101669,-12.200000,8.900000,21.100000,6.101669,-0.000000,4.611270,-10.746591,9.253409,20.000000,4.611270,0.000000,2.220806,-11.678977,5.221023,16.900000,2.220806,0.000000,77.884781,-102.494647,102.633411,205.128058,77.884781,0,bobath handshake
37,-0.000000,35.380406,-56.891475,64.834325,121.725800,35.380406,0.000000,29.755574,-84.601708,62.917492,147.519200,29.755574,0.000000,35.816975,-74.913798,100.561002,175.474800,35.816975,-0.000000,34.217893,-84.443767,40.950033,125.393800,34.217893,-0.000000,40.587777,-70.492661,94.776639,165.269300,40.587777,0.000000,25.085030,-40.880175,51.575825,92.456000,25.085030,0.000000,1.428243,-12.242614,4.457386,16.700000,1.428243,-0.000000,10.385045,-24.550455,18.749545,43.300000,10.385045,-0.000000,8.281690,-19.719432,14.380568,34.100000,8.281690,-0.000000,8.706253,-25.672500,16.327500,42.000000,8.706253,-0.000000,2.662587,-12.197841,8.602159,20.800000,2.662587,-0.000000,85.085363,-153.191725,112.894459,266.086184,85.085363,0,bobath handshake
38,-0.000000,36.382357,-56.798401,66.055999,122.854400,36.382357,0.000000,32.089346,-83.243625,64.275575,147.519200,32.089346,-0.000000,35.955949,-74.265293,101.209507,175.474800,35.955949,0.000000,36.638732,-81.170244,44.223556,125.393800,36.638732,0.000000,33.977208,-64.043928,81.312372,145.356300,33.977208,0.000000,26.799327,-42.656506,49.799494,92.456000,26.799327,0.000000,1.303349,-12.157386,3.442614,15.600000,1.303349,0.000000,9.792063,-21.077841,15.822159,36.900000,9.792063,-0.000000,7.917952,-16.624205,12.675795,29.300000,7.917952,0.000000,8.199257,-22.344318,16.755682,39.100000,8.199257,0.000000,2.535825,-15.496705,7.303295,22.800000,2.535825,-0.000000,83.642799,-186.389139,109.619765,296.008905,83.642799,0,bobath handshake
39,-0.000000,36.283097,-55.713609,67.140791,122.854400,36.283097,-0.000000,30.962550,-81.975987,65.543213,147.519200,30.962550,-0.000000,35.967654,-72.431765,99.263435,171.695200,35.967654,-0.000000,37.694044,-83.035670,45.116030,128.151700,37.694044,-0.000000,33.081128,-59.861109,85.495191,145.356300,33.081128,-0.000000,27.804604,-44.105495,51.769705,95.875200,27.804604,0.000000,1.294879,-12.143750,3.456250,15.600000,1.294879,0.000000,9.233689,-26.242614,15.657386,41.900000,9.233689,-0.000000,7.482976,-22.645682,12.154318,34.800000,7.482976,0.000000,7.657797,-31.111136,13.988864,45.100000,7.657797,0.000000,2.177197,-13.771250,6.528750,20.300000,2.177197,0.000000,87.183797,-228.240431,107.292821,335.533252,87.183797,0,bobath handshake
40,-0.000000,33.036450,-52.854740,51.066760,103.921500,33.036450,-0.000000,24.105793,-48.022521,51.162779,99.185300,24.105793,0.000000,39.207168,-59.834221,82.786679,142.620900,39.207168,-0.000000,50.141874,-86.543298,50.851502,137.394800,50.141874,-0.000000,52.059734,-98.604965,104.022535,202.627500,52.059734,0.000000,20.028004,-30.609804,48.064496,78.674300,20.028004,-0.000000,9.716134,-18.956023,8.643977,27.600000,9.716134,0.000000,18.993629,-33.003409,22.396591,55.400000,18.993629,0.000000,16.220026,-28.011364,19.988636,48.000000,16.220026,0.000000,22.137145,-39.945114,28.054886,68.000000,22.137145,0.000000,12.148469,-22.697273,20.602727,43.300000,12.148469,0.000000,73.211705,-179.746723,133.784950,313.531673,73.211705,0,bobath handshake
41,0.000000,32.451312,-51.622460,48.569440,100.191900,32.451312,-0.000000,22.964815,-45.322826,43.741674,89.064500,22.964815,0.000000,40.054913,-63.289871,84.641229,147.931100,40.054913,0.000000,49.454794,-87.335575,50.285125,137.620700,49.454794,-0.000000,50.843827,-100.211190,102.416310,202.627500,50.843827,0.000000,19.634468,-31.324125,47.350175,78.674300,19.634468,-0.000000,9.293695,-19.462045,8.137955,27.600000,9.293695,-0.000000,18.315849,-33.581818,21.818182,55.400000,18.315849,0.000000,15.592808,-28.490909,19.509091,48.000000,15.592808,0.000000,21.441190,-40.972727,27.027273,68.000000,21.441190,-0.000000,11.796825,-23.357159,19.942841,43.300000,11.796825,-0.000000,72.648245,-184.419930,129.111743,313.531673,72.648245,0,bobath handshake
42,-0.000000,32.547226,-50.261643,49.768657,100.030300,32.547226,0.000000,22.897655,-44.025768,45.038732,89.064500,22.897655,-0.000000,39.906107,-60.167629,82.801771,142.969400,39.906107,-0.000000,51.136626,-85.687143,51.983057,137.670200,51.136626,-0.000000,51.858567,-104.019232,99.114168,203.133400,51.858567,-0.000000,20.782007,-32.748562,45.925738,78.674300,20.782007,0.000000,9.785874,-19.065909,8.534091,27.600000,9.785874,0.000000,19.059769,-33.050227,22.349773,55.400000,19.059769,0.000000,16.114685,-27.928409,20.071591,48.000000,16.114685,0.000000,22.339963,-40.169432,27.830568,68.000000,22.339963,-0.000000,12.088253,-22.534773,20.765227,43.300000,12.088253,0.000000,72.533959,-180.559169,105.817742,286.376911,72.533959,0,bobath handshake
43,-0.000000,31.645028,-45.318494,68.622406,113.940900,31.645028,-0.000000,20.527083,-37.605401,56.758499,94.363900,20.527083,0.000000,39.896738,-59.259641,86.506259,145.765900,39.896738,-0.000000,39.107467,-69.771936,49.394964,119.166900,39.107467,0.000000,20.079623,-39.718219,73.893481,113.611700,20.079623,0.000000,9.222911,-17.172985,32.527215,49.700200,9.222911,0.000000,4.822341,-16.468636,9.131364,25.600000,4.822341,0.000000,4.791848,-15.960227,8.839773,24.800000,4.791848,0.000000,4.033032,-16.320341,7.079659,23.400000,4.033032,-0.000000,5.048229,-17.965114,10.534886,28.500000,5.048229,0.000000,3.162218,-11.824545,7.375455,19.200000,3.162218,-0.000000,74.411811,-97.850951,134.646728,232.497679,74.411811,0,bobath handshake
44,-0.000000,33.330083,-47.141487,71.282413,118.423900,33.330083,0.000000,22.209182,-39.950593,57.258607,97.209200,22.209182,-0.000000,38.935965,-58.302883,87.463017,145.765900,38.935965,0.000000,38.655532,-69.875735,49.291165,119.166900,38.655532,0.000000,23.457248,-42.372571,78.588229,120.960800,23.457248,-0.000000,10.297974,-17.930939,37.236461,55.167400,10.297974,0.000000,5.126244,-16.808068,8.691932,25.500000,5.126244,-0.000000,4.973663,-16.438636,8.961364,25.400000,4.973663,-0.000000,4.157522,-16.490568,7.309432,23.800000,4.157522,0.000000,5.442156,-18.622500,10.177500,28.800000,5.442156,0.000000,3.260274,-13.320227,6.979773,20.300000,3.260274,0.000000,70.411182,-94.172314,115.188756,209.361070,70.411182,0,bobath handshake
45,0.000000,34.403835,-49.203656,70.394644,119.598300,34.403835,0.000000,23.135775,-41.956040,55.253160,97.209200,23.135775,0.000000,38.871070,-60.119276,85.646624,145.765900,38.871070,0.000000,38.109377,-71.237916,49.266184,120.504100,38.109377,0.000000,25.679186,-45.327500,75.633300,120.960800,25.679186,-0.000000,11.476942,-19.062667,39.290433,58.353100,11.476942,-0.000000,5.127050,-11.929318,8.070682,20.000000,5.127050,-0.000000,4.846030,-11.709659,7.690341,19.400000,4.846030,0.000000,4.071235,-11.659659,6.240341,17.900000,4.071235,0.000000,5.541391,-12.942500,10.257500,23.200000,5.541391,0.000000,3.435456,-10.547500,6.952500,17.500000,3.435456,-0.000000,70.422725,-99.185617,111.152347,210.337963,70.422725,0,bobath handshake
46,0.000000,33.887532,-49.418736,71.871264,121.290000,33.887532,0.000000,20.505109,-41.760510,49.734890,91.495400,20.505109,-0.000000,35.929378,-53.716351,71.216749,124.933100,35.929378,-0.000000,39.180723,-70.895321,51.409779,122.305100,39.180723,0.000000,25.036105,-38.977746,72.174354,111.152100,25.036105,-0.000000,11.413729,-20.859797,40.384503,61.244300,11.413729,0.000000,7.040533,-25.919318,10.080682,36.000000,7.040533,-0.000000,7.102590,-25.410227,11.089773,36.500000,7.102590,-0.000000,7.391203,-26.803409,10.196591,37.000000,7.391203,0.000000,8.270856,-28.661364,12.138636,40.800000,8.270856,0.000000,5.037819,-20.642045,6.457955,27.100000,5.037819,0.000000,73.617439,-113.757971,132.483247,246.241218,73.617439,0,bobath handshake
47,0.000000,34.741350,-50.440360,70.849640,121.290000,34.741350,0.000000,20.460732,-43.776458,47.166542,90.943000,20.460732,0.000000,37.135673,-53.640439,71.292661,124.933100,37.135673,0.000000,40.385216,-72.790545,49.514555,122.305100,40.385216,-0.000000,24.375971,-41.790442,69.361658,111.152100,24.375971,-0.000000,11.663692,-21.018352,40.225948,61.244300,11.663692,0.000000,5.754274,-25.802614,10.197386,36.000000,5.754274,0.000000,5.747661,-25.307614,6.692386,32.000000,5.747661,-0.000000,6.198481,-26.840568,10.159432,37.000000,6.198481,0.000000,7.000717,-28.646477,12.153523,40.800000,7.000717,0.000000,3.965364,-20.886364,6.213636,27.100000,3.965364,0.000000,75.742497,-124.345705,121.895513,246.241218,75.742497,0,bobath handshake
48,0.000000,32.605781,-49.601052,71.688948,121.290000,32.605781,0.000000,19.385389,-36.248489,46.756911,83.005400,19.385389,0.000000,35.518220,-52.813502,71.038698,123.852200,35.518220,-0.000000,39.430956,-73.512931,47.213369,120.726300,39.430956,-0.000000,23.836769,-41.087198,70.064902,111.152100,23.836769,0.000000,10.790862,-21.820934,39.174766,60.995700,10.790862,0.000000,6.639493,-25.194886,10.805114,36.000000,6.639493,-0.000000,6.721611,-25.037500,7.162500,32.200000,6.721611,0.000000,7.301745,-26.598864,10.401136,37.000000,7.301745,-0.000000,7.890809,-28.200000,12.600000,40.800000,7.890809,0.000000,4.856509,-20.485682,6.514318,27.000000,4.856509,-0.000000,79.763833,-145.513682,130.983718,276.497400,79.763833,0,bobath handshake
49,-0.000000,39.651737,-55.207717,81.864183,137.071900,39.651737,0.000000,19.227894,-38.526692,47.729908,86.256600,19.227894,-0.000000,38.001381,-92.906132,75.058468,167.964600,38.001381,0.000000,40.903624,-74.332757,51.060643,125.393400,40.903624,0.000000,27.293249,-50.379360,75.210940,125.590300,27.293249,-0.000000,15.832876,-25.019477,46.236123,71.255600,15.832876,-0.000000,4.709763,-14.795455,8.404545,23.200000,4.709763,0.000000,2.982409,-12.134659,4.365341,16.500000,2.982409,-0.000000,3.452402,-14.225000,6.275000,20.500000,3.452402,-0.000000,5.237992,-15.316477,9.683523,25.000000,5.237992,-0.000000,2.923373,-10.882386,7.517614,18.400000,2.923373,0.000000,67.063538,-92.670227,133.152494,225.822721,67.063538,0,bobath handshake
50,-0.000000,37.996259,-51.841824,84.895576,136.737400,37.996259,-0.000000,18.357836,-40.757045,45.499555,86.256600,18.357836,0.000000,31.875555,-60.156918,67.216182,127.373100,31.875555,-0.000000,39.066383,-72.176372,53.217028,125.393400,39.066383,0.000000,24.410815,-33.100624,72.684076,105.784700,24.410815,0.000000,13.798029,-21.641127,44.463173,66.104300,13.798029,0.000000,5.072471,-16.034318,6.965682,23.000000,5.072471,0.000000,3.274656,-13.846023,6.153977,20.000000,3.274656,0.000000,3.616631,-14.825568,6.174432,21.000000,3.616631,0.000000,5.720431,-17.886705,8.913295,26.800000,5.720431,0.000000,3.324783,-12.981250,7.018750,20.000000,3.324783,0.000000,64.360004,-90.246058,99.390940,189.636998,64.360004,0,bobath handshake
51,0.000000,37.339681,-55.161192,81.576208,136.737400,37.339681,0.000000,17.397483,-40.570516,36.285584,76.856100,17.397483,-0.000000,29.513557,-39.700492,69.644508,109.345000,29.513557,0.000000,36.869056,-73.893741,48.386059,122.279800,36.869056,-0.000000,24.677737,-30.136401,68.472499,98.608900,24.677737,-0.000000,13.774078,-20.936764,42.726736,63.663500,13.774078,-0.000000,5.248593,-16.477273,7.522727,24.000000,5.248593,-0.000000,3.633172,-13.775568,5.824432,19.600000,3.633172,-0.000000,3.870244,-15.019318,6.480682,21.500000,3.870244,-0.000000,5.879976,-17.077727,8.822273,25.900000,5.879976,-0.000000,3.433815,-11.748295,6.751705,18.500000,3.433815,-0.000000,64.750221,-88.421770,101.215228,189.636998,64.750221,0,bobath handshake
52,-0.000000,43.119629,-54.264615,90.436285,144.700900,43.119629,0.000000,22.068392,-38.752808,52.553493,91.306300,22.068392,0.000000,46.059970,-104.162209,78.048091,182.210300,46.059970,0.000000,41.363399,-65.921496,64.335604,130.257100,41.363399,0.000000,29.109320,-40.182974,97.036526,137.219500,29.109320,0.000000,15.295460,-26.219705,58.353595,84.573300,15.295460,0.000000,4.495842,-9.685000,7.315000,17.000000,4.495842,-0.000000,3.138462,-9.071591,7.728409,16.800000,3.138462,-0.000000,2.957538,-9.335227,7.564773,16.900000,2.957538,-0.000000,5.485659,-9.591818,10.208182,19.800000,5.485659,0.000000,3.197260,-8.352386,7.347614,15.700000,3.197260,0.000000,69.494413,-182.141087,141.988013,324.129100,69.494413,0,bobath handshake
53,0.000000,44.011258,-52.199682,92.595118,144.794800,44.011258,0.000000,21.949288,-39.921931,51.384369,91.306300,21.949288,0.000000,40.165538,-103.313042,70.014958,173.328000,40.165538,0.000000,42.840010,-64.762060,65.495040,130.257100,42.840010,-0.000000,30.967459,-37.968985,93.132515,131.101500,30.967459,-0.000000,17.539593,-27.469113,57.428987,84.898100,17.539593,0.000000,4.520581,-15.120114,7.779886,22.900000,4.520581,0.000000,2.633605,-12.276364,4.323636,16.600000,2.633605,0.000000,2.669543,-13.289545,5.510455,18.800000,2.669543,-0.000000,5.354830,-16.595227,9.904773,26.500000,5.354830,-0.000000,3.108690,-11.556818,7.443182,19.000000,3.108690,-0.000000,70.219022,-185.123289,139.005811,324.129100,70.219022,0,bobath handshake
54,-0.000000,44.747502,-54.257486,90.537314,144.794800,44.747502,0.000000,22.614703,-42.062959,61.561841,103.624800,22.614703,0.000000,39.081285,-104.797766,68.530234,173.328000,39.081285,-0.000000,42.729912,-67.117433,63.139667,130.257100,42.729912,0.000000,31.680530,-36.655529,91.209171,127.864700,31.680530,0.000000,18.787667,-28.068844,55.432656,83.501500,18.787667,0.000000,4.551994,-14.770568,8.029432,22.800000,4.551994,0.000000,2.469082,-12.437386,4.562614,17.000000,2.469082,-0.000000,2.609720,-13.187500,5.712500,18.900000,2.609720,0.000000,5.110799,-15.757386,10.342614,26.100000,5.110799,0.000000,2.887380,-11.477614,7.822386,19.300000,2.887380,0.000000,68.850421,-187.151590,136.977510,324.129100,68.850421,0,bobath handshake
55,0.000000,32.142351,-43.043952,48.909448,91.953400,32.142351,-0.000000,25.830883,-54.084876,42.034924,96.119800,25.830883,0.000000,40.440398,-76.678603,58.294197,134.972800,40.440398,0.000000,44.603235,-70.923449,52.371251,123.294700,44.603235,-0.000000,16.558015,-31.585283,31.245517,62.830800,16.558015,0.000000,13.213667,-26.024721,19.075679,45.100400,13.213667,0.000000,3.523416,-11.989205,5.910795,17.900000,3.523416,0.000000,3.431069,-13.915682,8.484318,22.400000,3.431069,-0.000000,11.500770,-23.912386,16.287614,40.200000,11.500770,-0.000000,10.816603,-24.587045,15.912955,40.500000,10.816603,0.000000,8.195428,-20.844205,14.355795,35.200000,8.195428,0.000000,63.565271,-69.441879,122.157499,191.599379,63.565271,0,bobath handshake
56,0.000000,33.457062,-43.337357,51.048643,94.386000,33.457062,0.000000,25.380964,-56.623280,39.496520,96.119800,25.380964,0.000000,40.106711,-72.962150,56.553950,129.516100,40.106711,-0.000000,45.096336,-65.904884,55.520816,121.425700,45.096336,0.000000,15.908334,-31.489923,27.318477,58.808400,15.908334,-0.000000,12.584237,-20.939601,18.735099,39.674700,12.584237,0.000000,3.636370,-9.708523,5.491477,15.200000,3.636370,-0.000000,3.389931,-12.084773,8.415227,20.500000,3.389931,-0.000000,11.254856,-21.384659,15.515341,36.900000,11.254856,-0.000000,10.381635,-19.353864,14.846136,34.200000,10.381635,0.000000,8.132630,-18.894773,13.405227,32.300000,8.132630,-0.000000,64.961776,-66.332999,121.425271,187.758269,64.961776,0,bobath handshake
57,0.000000,34.225653,-40.425521,53.960479,94.386000,34.225653,-0.000000,22.602348,-60.317917,30.631883,90.949800,22.602348,-0.000000,39.706113,-59.171336,59.285064,118.456400,39.706113,-0.000000,45.875038,-57.464402,59.669998,117.134400,45.875038,-0.000000,15.383570,-30.590711,27.732689,58.323400,15.383570,0.000000,12.256245,-19.400107,22.231893,41.632000,12.256245,0.000000,3.705132,-8.977273,5.522727,14.500000,3.705132,0.000000,3.263200,-10.056818,7.243182,17.300000,3.263200,0.000000,11.217709,-14.608409,15.091591,29.700000,11.217709,-0.000000,10.368378,-16.119659,14.580341,30.700000,10.368378,-0.000000,8.366945,-12.950455,12.649545,25.600000,8.366945,-0.000000,64.371340,-63.163423,111.761165,174.924588,64.371340,0,bobath handshake
58,-0.000000,35.068833,-50.690834,49.125466,99.816300,35.068833,0.000000,23.342346,-50.199396,38.628004,88.827400,23.342346,-0.000000,37.668212,-53.098390,72.662510,125.760900,37.668212,-0.000000,51.624655,-77.200192,66.264908,143.465100,51.624655,0.000000,31.174624,-70.035771,41.451529,111.487300,31.174624,-0.000000,15.687286,-29.422673,27.496627,56.919300,15.687286,0.000000,0.711826,-11.434659,0.065341,11.500000,0.711826,-0.000000,7.121568,-13.846136,9.953864,23.800000,7.121568,-0.000000,6.355801,-13.350455,8.749545,22.100000,6.355801,-0.000000,5.777968,-15.468977,9.331023,24.800000,5.777968,0.000000,4.839219,-15.226023,11.973977,27.200000,4.839219,-0.000000,75.396812,-81.960424,108.099417,190.059841,75.396812,0,bobath handshake
